"","id_trabajador","edad","genero","nivel_educativo","num_hijos","tipo_cargo","capacitado","jornada","antiguedad","empresa"
"2229",2229,38,"femenino","bachiller",2,"operativo",0,"diurna",0,96
"2230",2230,43,"femenino","tecnico",0,"operativo",0,"mixta",10,3
"2231",2231,52,"masculino","tecnico",0,"operativo",0,"nocturna",9,54
"2232",2232,32,"masculino","bachiller",2,"operativo",1,"nocturna",7,74
"2233",2233,18,"femenino","tecnico",0,"operativo",1,"diurna",5,10
"2234",2234,40,"masculino","bachiller",0,"operativo",1,"diurna",0,60
"2235",2235,58,"femenino","tecnico",2,"operativo",1,"mixta",8,45
"2236",2236,37,"masculino","tecnico",2,"operativo",0,"nocturna",17,97
"2237",2237,50,"femenino","tecnico",0,"administrativo",1,"nocturna",8,81
"2238",2238,32,"masculino","maestria",0,"administrativo",0,"diurna",4,105
"2239",2239,26,"femenino","tecnico",1,"operativo",1,"mixta",7,53
"2240",2240,47,"femenino","bachiller",1,"operativo",0,"nocturna",5,56
"2241",2241,34,"femenino","bachiller",1,"operativo",0,"nocturna",5,10
"2242",2242,53,"femenino","tecnico",2,"operativo",1,"diurna",0,85
"2243",2243,54,"femenino","maestria",2,"administrativo",0,"nocturna",17,14
"2244",2244,34,"femenino","bachiller",1,"operativo",0,"diurna",11,45
"2245",2245,42,"femenino","tecnico",0,"operativo",0,"nocturna",7,109
"2246",2246,54,"femenino","universitario",2,"operativo",0,"nocturna",18,92
"2247",2247,62,"masculino","tecnico",3,"administrativo",0,"nocturna",12,130
"2248",2248,34,"femenino","bachiller",0,"operativo",1,"diurna",16,85
"2249",2249,33,"femenino","bachiller",1,"operativo",1,"diurna",11,125
"2250",2250,35,"masculino","universitario",0,"operativo",1,"nocturna",18,77
"2251",2251,58,"masculino","bachiller",0,"administrativo",1,"diurna",12,52
"2252",2252,29,"masculino","bachiller",1,"operativo",0,"mixta",13,96
"2253",2253,30,"femenino","tecnico",0,"operativo",1,"mixta",13,23
"2254",2254,36,"femenino","tecnico",1,"operativo",0,"diurna",13,78
"2255",2255,21,"masculino","bachiller",1,"operativo",0,"diurna",6,98
"2256",2256,34,"masculino","tecnico",0,"operativo",1,"diurna",11,82
"2257",2257,34,"masculino","especializacion",1,"administrativo",0,"nocturna",13,25
"2258",2258,41,"masculino","tecnico",1,"operativo",0,"diurna",12,105
"2259",2259,50,"femenino","tecnico",1,"operativo",0,"mixta",9,72
"2260",2260,64,"femenino","tecnico",1,"operativo",0,"diurna",1,114
"2261",2261,52,"femenino","especializacion",0,"administrativo",1,"diurna",11,87
"2262",2262,21,"femenino","tecnico",2,"operativo",1,"diurna",11,101
"2263",2263,63,"masculino","tecnico",1,"operativo",0,"diurna",13,149
"2264",2264,52,"masculino","tecnico",1,"operativo",0,"nocturna",10,49
"2265",2265,41,"masculino","tecnico",0,"operativo",1,"nocturna",6,6
"2266",2266,60,"masculino","bachiller",1,"operativo",1,"nocturna",9,95
"2267",2267,48,"masculino","tecnico",2,"administrativo",0,"nocturna",4,117
"2268",2268,38,"femenino","tecnico",1,"administrativo",0,"diurna",12,75
"2269",2269,31,"masculino","universitario",2,"operativo",1,"diurna",8,30
"2270",2270,53,"masculino","especializacion",0,"administrativo",1,"diurna",6,49
"2271",2271,18,"femenino","bachiller",3,"operativo",0,"nocturna",10,78
"2272",2272,38,"femenino","tecnico",1,"operativo",0,"diurna",8,131
"2273",2273,23,"femenino","tecnico",0,"operativo",1,"mixta",14,40
"2274",2274,18,"femenino","tecnico",0,"operativo",0,"diurna",11,128
"2275",2275,43,"masculino","tecnico",0,"administrativo",1,"nocturna",6,51
"2276",2276,38,"femenino","bachiller",1,"administrativo",0,"diurna",16,17
"2277",2277,18,"masculino","tecnico",1,"operativo",0,"diurna",20,86
"2278",2278,36,"femenino","bachiller",0,"operativo",1,"diurna",9,142
"2279",2279,46,"masculino","tecnico",1,"operativo",0,"diurna",11,112
"2280",2280,50,"masculino","bachiller",3,"operativo",1,"nocturna",17,83
"2281",2281,44,"masculino","bachiller",1,"administrativo",0,"diurna",11,120
"2282",2282,51,"masculino","maestria",0,"administrativo",0,"mixta",9,113
"2283",2283,43,"masculino","universitario",0,"operativo",1,"diurna",8,122
"2284",2284,46,"masculino","tecnico",1,"operativo",0,"diurna",15,93
"2285",2285,38,"femenino","universitario",2,"operativo",1,"nocturna",11,143
"2286",2286,24,"femenino","tecnico",0,"administrativo",1,"nocturna",7,100
"2287",2287,44,"masculino","tecnico",2,"operativo",0,"diurna",9,122
"2288",2288,54,"femenino","universitario",0,"operativo",1,"diurna",14,12
"2289",2289,74,"masculino","tecnico",0,"operativo",1,"diurna",14,19
"2290",2290,33,"femenino","tecnico",2,"operativo",0,"diurna",0,147
"2291",2291,40,"masculino","bachiller",0,"administrativo",1,"mixta",14,22
"2292",2292,18,"masculino","tecnico",1,"operativo",1,"mixta",9,32
"2293",2293,28,"masculino","tecnico",0,"operativo",1,"mixta",8,132
"2294",2294,59,"masculino","tecnico",0,"administrativo",0,"nocturna",14,40
"2295",2295,36,"femenino","tecnico",1,"operativo",1,"diurna",8,109
"2296",2296,49,"femenino","tecnico",0,"administrativo",0,"mixta",5,37
"2297",2297,50,"femenino","especializacion",0,"administrativo",1,"diurna",9,89
"2298",2298,26,"masculino","bachiller",2,"administrativo",1,"nocturna",11,113
"2299",2299,40,"femenino","bachiller",0,"operativo",1,"mixta",8,108
"2300",2300,43,"femenino","bachiller",3,"administrativo",0,"diurna",4,74
"2301",2301,35,"femenino","bachiller",1,"operativo",0,"diurna",11,106
"2302",2302,43,"masculino","bachiller",0,"administrativo",0,"nocturna",4,57
"2303",2303,30,"masculino","tecnico",2,"administrativo",1,"diurna",9,100
"2304",2304,23,"femenino","bachiller",1,"administrativo",0,"diurna",9,55
"2305",2305,48,"masculino","universitario",0,"operativo",0,"diurna",16,73
"2306",2306,61,"masculino","bachiller",2,"administrativo",0,"nocturna",16,104
"2307",2307,43,"femenino","bachiller",0,"operativo",0,"diurna",8,104
"2308",2308,39,"masculino","bachiller",0,"operativo",1,"mixta",15,76
"2309",2309,36,"masculino","bachiller",0,"administrativo",0,"diurna",2,43
"2310",2310,61,"femenino","tecnico",2,"operativo",1,"nocturna",3,142
"2311",2311,56,"femenino","bachiller",0,"administrativo",0,"nocturna",5,77
"2312",2312,61,"femenino","bachiller",2,"administrativo",1,"diurna",12,110
"2313",2313,49,"masculino","maestria",1,"administrativo",0,"diurna",8,20
"2314",2314,44,"femenino","bachiller",1,"administrativo",0,"diurna",7,2
"2315",2315,47,"femenino","tecnico",2,"operativo",0,"nocturna",13,102
"2316",2316,44,"femenino","tecnico",1,"operativo",1,"diurna",7,98
"2317",2317,22,"masculino","bachiller",1,"administrativo",0,"mixta",15,103
"2318",2318,72,"masculino","tecnico",2,"operativo",0,"mixta",11,75
"2319",2319,23,"masculino","universitario",2,"operativo",1,"diurna",11,49
"2320",2320,54,"masculino","universitario",2,"operativo",0,"nocturna",9,112
"2321",2321,21,"femenino","tecnico",0,"operativo",1,"diurna",13,126
"2322",2322,27,"femenino","bachiller",2,"operativo",0,"nocturna",6,12
"2323",2323,29,"masculino","tecnico",2,"operativo",0,"diurna",6,55
"2324",2324,22,"masculino","bachiller",2,"operativo",1,"nocturna",11,55
"2325",2325,39,"femenino","tecnico",2,"operativo",0,"diurna",11,113
"2326",2326,27,"masculino","bachiller",0,"operativo",1,"mixta",5,113
"2327",2327,42,"femenino","bachiller",3,"administrativo",0,"nocturna",11,126
"2328",2328,70,"femenino","especializacion",1,"administrativo",0,"diurna",4,45
"2329",2329,51,"femenino","bachiller",1,"operativo",0,"nocturna",10,33
"2330",2330,18,"femenino","bachiller",1,"operativo",0,"nocturna",5,23
"2331",2331,47,"femenino","tecnico",1,"operativo",0,"nocturna",1,82
"2332",2332,41,"femenino","universitario",0,"operativo",0,"diurna",14,11
"2333",2333,69,"femenino","tecnico",2,"operativo",1,"mixta",11,103
"2334",2334,48,"masculino","bachiller",0,"operativo",0,"mixta",7,126
"2335",2335,36,"masculino","tecnico",1,"operativo",1,"diurna",12,40
"2336",2336,21,"femenino","universitario",3,"operativo",0,"nocturna",17,45
"2337",2337,41,"masculino","bachiller",0,"operativo",0,"nocturna",13,146
"2338",2338,58,"masculino","bachiller",2,"operativo",0,"diurna",14,15
"2339",2339,27,"femenino","tecnico",3,"operativo",0,"nocturna",3,29
"2340",2340,29,"masculino","tecnico",1,"operativo",1,"nocturna",5,96
"2341",2341,55,"masculino","tecnico",0,"administrativo",1,"nocturna",7,10
"2342",2342,54,"femenino","tecnico",1,"operativo",0,"mixta",8,11
"2343",2343,36,"femenino","tecnico",1,"operativo",1,"diurna",8,86
"2344",2344,33,"femenino","tecnico",2,"operativo",1,"diurna",12,33
"2345",2345,36,"masculino","tecnico",4,"operativo",0,"diurna",13,8
"2346",2346,57,"femenino","tecnico",0,"operativo",1,"diurna",7,66
"2347",2347,41,"masculino","tecnico",1,"administrativo",0,"mixta",2,58
"2348",2348,44,"femenino","bachiller",1,"operativo",1,"nocturna",15,63
"2349",2349,64,"femenino","bachiller",2,"operativo",0,"diurna",10,27
"2350",2350,53,"femenino","bachiller",0,"operativo",0,"diurna",13,112
"2351",2351,58,"masculino","tecnico",0,"operativo",0,"diurna",5,18
"2352",2352,66,"femenino","tecnico",2,"administrativo",0,"nocturna",13,148
"2353",2353,35,"masculino","bachiller",3,"operativo",1,"nocturna",17,131
"2354",2354,38,"femenino","tecnico",0,"operativo",0,"diurna",12,135
"2355",2355,43,"femenino","tecnico",2,"operativo",0,"mixta",8,35
"2356",2356,47,"femenino","tecnico",0,"operativo",1,"nocturna",5,50
"2357",2357,32,"masculino","tecnico",0,"operativo",0,"nocturna",12,97
"2358",2358,43,"femenino","tecnico",0,"operativo",0,"nocturna",7,32
"2359",2359,29,"femenino","bachiller",0,"operativo",0,"nocturna",11,96
"2360",2360,45,"masculino","universitario",0,"administrativo",0,"diurna",8,115
"2361",2361,26,"femenino","bachiller",0,"operativo",0,"nocturna",10,100
"2362",2362,37,"masculino","universitario",0,"operativo",0,"nocturna",4,142
"2363",2363,61,"femenino","tecnico",3,"operativo",0,"diurna",10,30
"2364",2364,35,"masculino","bachiller",0,"administrativo",1,"nocturna",11,33
"2365",2365,30,"masculino","bachiller",0,"operativo",0,"diurna",10,50
"2366",2366,49,"masculino","bachiller",4,"administrativo",1,"diurna",11,143
"2367",2367,18,"femenino","universitario",2,"operativo",0,"diurna",11,72
"2368",2368,42,"masculino","bachiller",2,"operativo",1,"diurna",3,65
"2369",2369,43,"masculino","tecnico",0,"operativo",0,"diurna",17,119
"2370",2370,75,"masculino","tecnico",1,"operativo",0,"nocturna",7,29
"2371",2371,32,"masculino","bachiller",0,"operativo",1,"diurna",13,88
"2372",2372,28,"femenino","universitario",4,"administrativo",1,"diurna",6,132
"2373",2373,74,"femenino","tecnico",0,"operativo",0,"diurna",8,67
"2374",2374,46,"masculino","universitario",1,"administrativo",1,"mixta",11,103
"2375",2375,40,"masculino","tecnico",2,"operativo",0,"diurna",14,53
"2376",2376,48,"masculino","tecnico",1,"operativo",1,"diurna",10,50
"2377",2377,33,"femenino","tecnico",0,"operativo",0,"nocturna",10,95
"2378",2378,22,"femenino","tecnico",1,"operativo",0,"nocturna",11,80
"2379",2379,52,"femenino","universitario",0,"operativo",0,"mixta",9,2
"2380",2380,41,"femenino","tecnico",3,"operativo",0,"diurna",10,21
"2381",2381,39,"masculino","tecnico",1,"operativo",0,"diurna",10,69
"2382",2382,20,"femenino","tecnico",1,"operativo",1,"diurna",11,42
"2383",2383,28,"masculino","tecnico",1,"operativo",0,"diurna",13,32
"2384",2384,47,"masculino","universitario",1,"administrativo",0,"mixta",6,70
"2385",2385,26,"masculino","bachiller",0,"operativo",0,"diurna",9,102
"2386",2386,47,"femenino","tecnico",1,"operativo",1,"nocturna",10,115
"2387",2387,59,"masculino","bachiller",2,"operativo",1,"diurna",8,86
"2388",2388,54,"masculino","bachiller",1,"operativo",1,"diurna",10,107
"2389",2389,20,"femenino","tecnico",1,"operativo",0,"diurna",13,6
"2390",2390,42,"femenino","bachiller",0,"operativo",0,"nocturna",12,71
"2391",2391,40,"femenino","tecnico",1,"operativo",0,"diurna",13,38
"2392",2392,54,"femenino","tecnico",0,"operativo",0,"diurna",10,126
"2393",2393,46,"masculino","universitario",0,"administrativo",0,"diurna",5,145
"2394",2394,20,"femenino","bachiller",2,"operativo",0,"diurna",11,57
"2395",2395,35,"femenino","bachiller",0,"operativo",1,"diurna",17,61
"2396",2396,57,"masculino","tecnico",5,"operativo",1,"nocturna",9,35
"2397",2397,54,"masculino","universitario",2,"operativo",0,"nocturna",16,77
"2398",2398,67,"femenino","bachiller",2,"operativo",0,"nocturna",10,51
"2399",2399,25,"femenino","universitario",2,"operativo",1,"diurna",15,27
"2400",2400,30,"masculino","tecnico",1,"operativo",0,"diurna",2,67
"2401",2401,34,"femenino","universitario",0,"operativo",0,"diurna",11,117
"2402",2402,55,"femenino","bachiller",3,"operativo",1,"nocturna",8,76
"2403",2403,42,"masculino","bachiller",2,"operativo",0,"diurna",6,92
"2404",2404,62,"masculino","tecnico",0,"operativo",1,"diurna",15,104
"2405",2405,48,"femenino","tecnico",1,"administrativo",0,"nocturna",9,45
"2406",2406,42,"masculino","tecnico",0,"administrativo",1,"nocturna",16,109
"2407",2407,67,"femenino","tecnico",2,"operativo",0,"diurna",9,139
"2408",2408,48,"masculino","tecnico",2,"operativo",0,"diurna",7,131
"2409",2409,50,"masculino","tecnico",1,"administrativo",0,"mixta",7,63
"2410",2410,40,"femenino","tecnico",3,"operativo",1,"mixta",0,145
"2411",2411,38,"masculino","bachiller",1,"operativo",0,"diurna",20,2
"2412",2412,29,"femenino","tecnico",0,"operativo",0,"diurna",12,75
"2413",2413,21,"femenino","tecnico",0,"operativo",1,"diurna",13,93
"2414",2414,37,"masculino","bachiller",0,"administrativo",1,"mixta",11,139
"2415",2415,40,"masculino","bachiller",1,"operativo",1,"mixta",16,21
"2416",2416,67,"femenino","universitario",2,"operativo",1,"diurna",11,34
"2417",2417,58,"femenino","bachiller",1,"operativo",1,"diurna",9,18
"2418",2418,35,"masculino","tecnico",1,"operativo",0,"nocturna",5,144
"2419",2419,54,"masculino","tecnico",2,"operativo",0,"diurna",7,119
"2420",2420,24,"femenino","bachiller",1,"operativo",1,"diurna",11,17
"2421",2421,42,"femenino","bachiller",0,"operativo",0,"diurna",10,91
"2422",2422,47,"masculino","bachiller",0,"administrativo",0,"nocturna",14,40
"2423",2423,18,"masculino","tecnico",2,"operativo",0,"diurna",11,37
"2424",2424,58,"femenino","bachiller",1,"operativo",0,"nocturna",6,74
"2425",2425,30,"masculino","tecnico",0,"administrativo",0,"diurna",9,145
"2426",2426,18,"masculino","bachiller",0,"administrativo",0,"mixta",10,147
"2427",2427,21,"masculino","universitario",1,"administrativo",0,"diurna",14,148
"2428",2428,18,"masculino","tecnico",1,"operativo",0,"diurna",11,67
"2429",2429,34,"masculino","tecnico",3,"operativo",0,"diurna",11,88
"2430",2430,52,"femenino","bachiller",1,"operativo",0,"nocturna",9,58
"2431",2431,32,"masculino","bachiller",1,"operativo",0,"diurna",7,119
"2432",2432,22,"masculino","bachiller",4,"operativo",0,"mixta",7,10
"2433",2433,35,"masculino","tecnico",1,"operativo",1,"diurna",17,44
"2434",2434,40,"femenino","tecnico",2,"operativo",1,"diurna",10,121
"2435",2435,44,"masculino","bachiller",2,"operativo",0,"mixta",9,80
"2436",2436,47,"masculino","tecnico",0,"operativo",0,"diurna",15,65
"2437",2437,36,"femenino","bachiller",3,"administrativo",0,"diurna",13,122
"2438",2438,39,"masculino","tecnico",1,"administrativo",0,"mixta",13,116
"2439",2439,57,"femenino","bachiller",2,"operativo",1,"diurna",6,33
"2440",2440,64,"femenino","tecnico",2,"operativo",0,"diurna",14,141
"2441",2441,28,"masculino","tecnico",1,"operativo",0,"diurna",13,88
"2442",2442,47,"masculino","tecnico",2,"operativo",1,"diurna",16,23
"2443",2443,40,"femenino","bachiller",1,"administrativo",0,"nocturna",10,137
"2444",2444,60,"femenino","tecnico",1,"operativo",1,"diurna",7,81
"2445",2445,54,"masculino","universitario",0,"operativo",1,"diurna",17,60
"2446",2446,56,"femenino","tecnico",1,"operativo",1,"diurna",12,146
"2447",2447,35,"masculino","bachiller",3,"administrativo",1,"nocturna",11,63
"2448",2448,56,"femenino","tecnico",2,"operativo",1,"diurna",2,32
"2449",2449,51,"femenino","especializacion",2,"administrativo",1,"nocturna",9,144
"2450",2450,21,"masculino","bachiller",1,"administrativo",0,"nocturna",2,47
"2451",2451,26,"femenino","tecnico",2,"operativo",1,"diurna",8,143
"2452",2452,61,"masculino","universitario",1,"operativo",1,"diurna",9,147
"2453",2453,33,"femenino","universitario",2,"administrativo",0,"diurna",14,25
"2454",2454,60,"masculino","tecnico",1,"operativo",1,"diurna",10,90
"2455",2455,50,"femenino","tecnico",0,"operativo",0,"diurna",7,108
"2456",2456,24,"femenino","tecnico",2,"operativo",1,"diurna",13,84
"2457",2457,32,"femenino","universitario",1,"operativo",0,"nocturna",12,14
"2458",2458,21,"femenino","tecnico",1,"administrativo",0,"diurna",7,61
"2459",2459,43,"masculino","universitario",3,"operativo",0,"diurna",13,135
"2460",2460,18,"masculino","bachiller",1,"operativo",0,"diurna",15,71
"2461",2461,58,"femenino","tecnico",1,"operativo",1,"nocturna",12,90
"2462",2462,44,"masculino","tecnico",0,"operativo",0,"diurna",12,9
"2463",2463,52,"masculino","bachiller",1,"operativo",1,"diurna",12,32
"2464",2464,37,"masculino","tecnico",2,"operativo",1,"diurna",9,43
"2465",2465,62,"masculino","tecnico",1,"operativo",0,"diurna",14,58
"2466",2466,43,"masculino","bachiller",0,"operativo",0,"diurna",9,133
"2467",2467,25,"masculino","bachiller",2,"operativo",0,"diurna",10,85
"2468",2468,39,"masculino","especializacion",3,"administrativo",1,"diurna",8,115
"2469",2469,54,"femenino","tecnico",3,"operativo",0,"diurna",12,1
"2470",2470,18,"masculino","tecnico",1,"operativo",0,"diurna",11,74
"2471",2471,39,"femenino","tecnico",0,"operativo",1,"nocturna",6,113
"2472",2472,28,"masculino","universitario",3,"operativo",0,"diurna",11,85
"2473",2473,18,"masculino","tecnico",1,"operativo",1,"diurna",6,119
"2474",2474,71,"masculino","tecnico",1,"operativo",0,"diurna",6,123
"2475",2475,43,"masculino","tecnico",1,"operativo",0,"diurna",11,101
"2476",2476,48,"femenino","tecnico",2,"operativo",1,"mixta",6,121
"2477",2477,42,"masculino","universitario",1,"operativo",1,"nocturna",7,121
"2478",2478,18,"femenino","bachiller",1,"operativo",0,"nocturna",14,130
"2479",2479,41,"femenino","bachiller",0,"operativo",1,"nocturna",11,146
"2480",2480,60,"femenino","universitario",3,"operativo",1,"nocturna",10,7
"2481",2481,61,"masculino","tecnico",0,"administrativo",0,"diurna",10,117
"2482",2482,32,"femenino","universitario",1,"administrativo",1,"diurna",5,118
"2483",2483,63,"femenino","bachiller",0,"operativo",0,"diurna",11,80
"2484",2484,62,"femenino","tecnico",1,"administrativo",1,"diurna",12,60
"2485",2485,52,"masculino","tecnico",1,"operativo",0,"diurna",17,86
"2486",2486,65,"femenino","bachiller",3,"administrativo",0,"diurna",10,61
"2487",2487,55,"femenino","tecnico",1,"operativo",1,"nocturna",9,58
"2488",2488,48,"masculino","universitario",3,"operativo",0,"nocturna",11,88
"2489",2489,18,"femenino","bachiller",4,"operativo",1,"diurna",7,19
"2490",2490,50,"masculino","bachiller",1,"operativo",1,"diurna",9,58
"2491",2491,41,"masculino","tecnico",2,"operativo",0,"mixta",13,35
"2492",2492,27,"femenino","especializacion",0,"administrativo",0,"diurna",4,141
"2493",2493,38,"femenino","bachiller",0,"operativo",0,"mixta",5,82
"2494",2494,25,"femenino","tecnico",2,"operativo",1,"diurna",12,82
"2495",2495,58,"masculino","especializacion",0,"administrativo",0,"diurna",8,6
"2496",2496,37,"femenino","tecnico",2,"operativo",1,"diurna",9,130
"2497",2497,20,"masculino","tecnico",2,"operativo",0,"mixta",9,139
"2498",2498,42,"femenino","tecnico",1,"operativo",0,"diurna",8,53
"2499",2499,21,"masculino","bachiller",0,"operativo",1,"diurna",6,90
"2500",2500,20,"femenino","bachiller",3,"administrativo",0,"diurna",7,3
"2501",2501,18,"masculino","bachiller",1,"administrativo",0,"mixta",11,90
"2502",2502,30,"femenino","bachiller",2,"administrativo",0,"nocturna",5,54
"2503",2503,33,"femenino","bachiller",2,"operativo",0,"diurna",5,78
"2504",2504,55,"femenino","bachiller",2,"operativo",0,"nocturna",17,66
"2505",2505,31,"masculino","bachiller",3,"operativo",0,"nocturna",8,9
"2506",2506,57,"masculino","tecnico",0,"administrativo",0,"diurna",5,9
"2507",2507,20,"masculino","tecnico",1,"operativo",1,"diurna",7,50
"2508",2508,26,"masculino","universitario",2,"administrativo",1,"diurna",7,31
"2509",2509,24,"femenino","universitario",0,"operativo",0,"diurna",14,131
"2510",2510,18,"femenino","tecnico",2,"administrativo",0,"diurna",5,116
"2511",2511,31,"femenino","bachiller",2,"operativo",0,"nocturna",8,43
"2512",2512,38,"femenino","tecnico",0,"operativo",1,"diurna",11,64
"2513",2513,29,"femenino","bachiller",1,"operativo",0,"diurna",14,126
"2514",2514,40,"masculino","tecnico",2,"operativo",0,"mixta",6,79
"2515",2515,55,"femenino","bachiller",0,"operativo",0,"diurna",9,124
"2516",2516,54,"femenino","bachiller",0,"operativo",1,"nocturna",18,128
"2517",2517,18,"femenino","universitario",2,"operativo",1,"mixta",9,117
"2518",2518,44,"femenino","bachiller",2,"operativo",1,"mixta",12,112
"2519",2519,23,"masculino","bachiller",4,"administrativo",0,"diurna",10,131
"2520",2520,37,"masculino","tecnico",1,"operativo",1,"diurna",9,86
"2521",2521,41,"femenino","universitario",1,"operativo",1,"diurna",12,86
"2522",2522,30,"femenino","tecnico",4,"administrativo",0,"diurna",6,3
"2523",2523,28,"femenino","tecnico",0,"operativo",0,"mixta",15,9
"2524",2524,42,"masculino","tecnico",4,"operativo",1,"diurna",11,131
"2525",2525,41,"femenino","bachiller",0,"operativo",0,"nocturna",14,89
"2526",2526,18,"masculino","bachiller",1,"operativo",0,"diurna",10,84
"2527",2527,26,"femenino","maestria",2,"administrativo",1,"nocturna",12,8
"2528",2528,59,"masculino","bachiller",4,"operativo",1,"diurna",10,136
"2529",2529,31,"masculino","tecnico",1,"operativo",0,"diurna",5,80
"2530",2530,48,"femenino","bachiller",2,"operativo",0,"mixta",8,46
"2531",2531,37,"femenino","bachiller",1,"operativo",0,"diurna",8,113
"2532",2532,30,"femenino","bachiller",2,"administrativo",0,"diurna",7,43
"2533",2533,41,"femenino","universitario",0,"operativo",1,"diurna",8,66
"2534",2534,43,"femenino","tecnico",2,"operativo",1,"nocturna",7,45
"2535",2535,52,"masculino","tecnico",1,"operativo",0,"nocturna",10,57
"2536",2536,37,"masculino","tecnico",1,"operativo",1,"diurna",11,101
"2537",2537,27,"masculino","tecnico",1,"operativo",0,"diurna",13,53
"2538",2538,21,"femenino","bachiller",1,"operativo",1,"nocturna",7,6
"2539",2539,18,"femenino","universitario",1,"administrativo",1,"diurna",12,140
"2540",2540,48,"masculino","bachiller",0,"administrativo",0,"diurna",10,125
"2541",2541,40,"masculino","tecnico",1,"administrativo",0,"diurna",12,49
"2542",2542,56,"femenino","tecnico",1,"administrativo",0,"mixta",12,59
"2543",2543,32,"femenino","tecnico",0,"operativo",0,"diurna",12,150
"2544",2544,50,"femenino","universitario",2,"operativo",0,"nocturna",10,89
"2545",2545,47,"masculino","tecnico",2,"operativo",1,"diurna",10,135
"2546",2546,22,"masculino","bachiller",2,"operativo",0,"nocturna",11,114
"2547",2547,40,"femenino","tecnico",0,"operativo",1,"nocturna",5,66
"2548",2548,64,"femenino","tecnico",0,"operativo",1,"nocturna",11,9
"2549",2549,25,"femenino","tecnico",1,"operativo",0,"mixta",12,132
"2550",2550,41,"femenino","universitario",2,"administrativo",1,"diurna",12,31
"2551",2551,50,"masculino","universitario",0,"administrativo",1,"nocturna",7,34
"2552",2552,37,"femenino","universitario",1,"operativo",1,"diurna",11,52
"2553",2553,51,"femenino","tecnico",0,"operativo",0,"diurna",13,72
"2554",2554,48,"femenino","tecnico",1,"operativo",1,"mixta",12,67
"2555",2555,27,"masculino","universitario",0,"operativo",0,"mixta",14,64
"2556",2556,42,"masculino","universitario",0,"operativo",1,"mixta",5,61
"2557",2557,36,"masculino","universitario",0,"operativo",0,"diurna",6,13
"2558",2558,47,"femenino","bachiller",1,"operativo",0,"nocturna",4,39
"2559",2559,23,"femenino","tecnico",0,"operativo",1,"diurna",14,82
"2560",2560,38,"masculino","tecnico",2,"operativo",0,"diurna",8,86
"2561",2561,41,"masculino","universitario",0,"operativo",0,"nocturna",16,7
"2562",2562,45,"femenino","universitario",2,"administrativo",0,"mixta",10,95
"2563",2563,43,"masculino","tecnico",3,"operativo",1,"mixta",6,44
"2564",2564,24,"masculino","tecnico",0,"administrativo",1,"mixta",1,66
"2565",2565,25,"femenino","tecnico",2,"operativo",0,"diurna",3,69
"2566",2566,32,"femenino","tecnico",0,"operativo",0,"diurna",9,56
"2567",2567,21,"masculino","bachiller",0,"operativo",1,"mixta",10,76
"2568",2568,70,"femenino","tecnico",0,"operativo",0,"nocturna",10,126
"2569",2569,41,"femenino","tecnico",3,"operativo",1,"diurna",11,129
"2570",2570,34,"femenino","tecnico",2,"administrativo",1,"diurna",12,46
"2571",2571,37,"masculino","universitario",1,"operativo",0,"mixta",5,102
"2572",2572,34,"masculino","tecnico",2,"administrativo",0,"diurna",18,102
"2573",2573,39,"femenino","bachiller",2,"operativo",0,"diurna",10,47
"2574",2574,37,"femenino","tecnico",0,"operativo",1,"diurna",11,98
"2575",2575,31,"masculino","bachiller",2,"operativo",0,"diurna",9,29
"2576",2576,34,"femenino","bachiller",1,"operativo",1,"mixta",17,150
"2577",2577,29,"femenino","bachiller",2,"operativo",0,"mixta",12,97
"2578",2578,28,"femenino","bachiller",4,"operativo",1,"diurna",5,34
"2579",2579,49,"femenino","universitario",1,"operativo",0,"diurna",12,129
"2580",2580,32,"masculino","universitario",0,"operativo",0,"diurna",13,51
"2581",2581,62,"masculino","universitario",0,"administrativo",0,"nocturna",7,131
"2582",2582,42,"femenino","universitario",1,"administrativo",0,"diurna",9,139
"2583",2583,53,"masculino","tecnico",0,"operativo",0,"diurna",9,116
"2584",2584,33,"masculino","tecnico",1,"operativo",0,"diurna",9,77
"2585",2585,18,"masculino","maestria",0,"administrativo",0,"diurna",8,3
"2586",2586,40,"femenino","tecnico",2,"operativo",1,"mixta",7,18
"2587",2587,57,"femenino","tecnico",3,"administrativo",0,"diurna",4,38
"2588",2588,39,"masculino","tecnico",1,"operativo",0,"diurna",9,15
"2589",2589,33,"femenino","bachiller",1,"operativo",0,"diurna",12,29
"2590",2590,44,"femenino","tecnico",2,"operativo",1,"diurna",10,98
"2591",2591,40,"femenino","bachiller",1,"operativo",1,"nocturna",5,63
"2592",2592,26,"masculino","universitario",1,"operativo",0,"diurna",12,117
"2593",2593,65,"masculino","maestria",1,"administrativo",1,"nocturna",16,101
"2594",2594,37,"masculino","tecnico",0,"administrativo",1,"nocturna",16,64
"2595",2595,18,"masculino","bachiller",1,"operativo",1,"mixta",4,136
"2596",2596,20,"femenino","bachiller",3,"operativo",1,"nocturna",6,114
"2597",2597,48,"femenino","tecnico",0,"operativo",1,"diurna",3,79
"2598",2598,61,"masculino","tecnico",1,"operativo",1,"diurna",11,29
"2599",2599,57,"masculino","tecnico",1,"administrativo",0,"diurna",9,87
"2600",2600,40,"masculino","universitario",0,"administrativo",0,"diurna",12,25
"2601",2601,54,"femenino","bachiller",2,"administrativo",0,"mixta",16,29
